Sample Name,WGS84-long,WGS84-lat,Elevation(m),Rock Type,Sample Description,Sample Age,Uncertainty (+),Uncertainty (-),Age Interpretation,Isotopic System,Mineral Analyzed,Method,Lab,Primary Reference,Authors
SC920,-118.34829,50.004275,1219,Plutonic,K-feldspar megacrystic hornblende-bearing leucocratic quartz monzonite,77,0.5,0.5,Igneous crystallization age,U/Pb,Zircon+Titanite,unkown,Geological Survey of Canada,Canadian Journal of Earth Sciences,"Carr, S.D."
SC559,-118.2174124,50.45663041,,Metamorphic,"foliated, folded hornblende-plagioclase amphibolite gneiss",55,1,1,Metamorphic,U/Pb,Titanite,unkown,Geological Survey of Canada,Canadian Journal of Earth Sciences,"Carr, S.D."
SC567,-118.2380831,50.47673813,,Plutonic,well foliated hornblende-plagioclase bearing amphibolite gneiss,60,1,1,Metamorphic,U/Pb,Zircon+Titanite,unkown,Geological Survey of Canada,Canadian Journal of Earth Sciences,"Carr, S.D."
SC569,-118.1979723,50.5179981,2195,Plutonic,"folded, foliated hornblende-plagioclase bearing amphibolite gneiss",58,4,4,Metamorphic,U/Pb,Titanite,unkown,Geological Survey of Canada,Canadian Journal of Earth Sciences,"Carr, S.D."
SC575,-118.1198773,50.47729702,,Plutonic,foliated hornblende-biotite-plagioclase bearing amphibolite gneiss,61,0.5,0.5,Metamorphic,U/Pb,Zircon,unkown,Geological Survey of Canada,Canadian Journal of Earth Sciences,"Carr, S.D."
NB8809,-117.3259143,49.69445775,,Plutonic,non-foliated medium-grained biotite granite,158.9,0.6,0.6,Igneous crystallization age,U/Pb,Zircon,unkown,Geological Survey of Canada,Canadian Journal of Earth Sciences,"Sevigny, J.H. and Parrish, R.R."
NB8820,-117.2681462,49.52730492,,Plutonic,non-foliated medium- to coarse-grained biotite quartz monzonite with large (up to 1 cm) pink quartz eyes and rare feldspar megacrysts,61,1,1,Igneous crystallization age,U/Pb,Titanite,unkown,Geological Survey of Canada,Canadian Journal of Earth Sciences,"Sevigny, J.H. and Parrish, R.R."
Alywin,-117.3677737,49.88326005,,Plutonic,quartz latite porphyry dyke,179.5,4.5,4.5,Minimum age,U/Pb,Zircon,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",Jurassic magmatism and tectonics of the North American Cordillera: Geological Society of America Special Paper,"Murphy, D.C., van der Heyden, P., Parrish, R.R., Klepacki, D.W., McMillan, W., Struik, L.C. and Gabites, J."
86DM-71,-119.6845855,52.48831945,,Plutonic,foliated granite,245,26,29,Igneous crystallization age,U/Pb,Zircon,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",Jurassic magmatism and tectonics of the North American Cordillera: Geological Society of America Special Paper,"Murphy, D.C., van der Heyden, P., Parrish, R.R., Klepacki, D.W., McMillan, W., Struik, L.C. and Gabites, J."
SCB-84-606,-119.6804165,52.51470879,,Plutonic,foliated monzonite,235,16,16,Igneous crystallization age,U/Pb,Zircon,unkown,Geological Survey of Canada,Jurassic magmatism and tectonics of the North American Cordillera: Geological Society of America Special Paper,"Murphy, D.C., van der Heyden, P., Parrish, R.R., Klepacki, D.W., McMillan, W., Struik, L.C. and Gabites, J."
FC-3,-118.8850222,51.38128614,5500,Plutonic,foliated muscovite-biotite quartz monzonite to leucogranite,93,1,1,Igneous crystallization age,U/Pb,Monazite,unkown,Geological Survey of Canada,Canadian Journal of Earth Sciences,"Parrish, R.R."
FC-7,-118.8926638,51.67074883,2195,Plutonic,"strongly foliated leucocratic pegmatite, with minor amounts of garnet and well-aligned metamorphic sillimanite",116.5,1.5,1.5,Igneous crystallization age,U/Pb,Zircon+Monazite,unkown,Geological Survey of Canada,Canadian Journal of Earth Sciences,"Parrish, R.R."
FC-2,-118.7513583,51.30557219,2160,Plutonic,leucocratic muscovite pegmatite,58,1,1,Igneous crystallization age,U/Pb,Zircon,unkown,Geological Survey of Canada,Canadian Journal of Earth Sciences,"Parrish, R.R."
FC-4,-118.8318129,51.65013178,1800,Metamorphic,kyanite-biotite-muscovite schist,55,8,10,Metamorphic,U/Pb,Zircon,unkown,Geological Survey of Canada,Canadian Journal of Earth Sciences,"Parrish, R.R."
RS-5,-118.8145981,51.59913249,2040,Plutonic,muscovite leucocratic pegmatite intruding cover sequence,57.5,0.3,0.3,Igneous crystallization age,U/Pb,Monazite,unkown,Geological Survey of Canada,Canadian Journal of Earth Sciences,"Parrish, R.R."
Syenite Lake,-118.7141967,51.2380905,,Metamorphic,"leucocratic nepheline syenite gneiss, foliated and layered",52,0.5,0.5,Metamorphic,U/Pb,Zircon,unkown,Geological Survey of Canada,Canadian Journal of Earth Sciences,"Parrish, R.R."
RS-3L,-118.8076404,51.58754948,2010,Volcanic,"leucocratic pyroclastic carbonatite, consisting of buff-weathering dolomitic and calcitic carbonate gneiss with fragments of calc-silicate material",57.5,2.5,2.5,Metamorphic,U/Pb,Zircon,unkown,Geological Survey of Canada,Canadian Journal of Earth Sciences,"Parrish, R.R."
RS-3M,-118.8076404,51.58754948,2010,Volcanic,"melanocratic pyroclastic carbonatite, consisting of buff-weathering dolumitic and calcitic carbonate gneiss with fragments of calc-silicate material",55,4,4,Igneous crystallization age,U/Pb,Zircon,unkown,Geological Survey of Canada,Canadian Journal of Earth Sciences,"Parrish, R.R."
RS-4,-118.8245184,51.61246758,,Metamorphic,hornblende-plagioclase medium-grained amphibolite of the cover sequence,541,11,11,Igneous crystallization age,U/Pb,Zircon,unkown,Geological Survey of Canada,Canadian Journal of Earth Sciences,"Parrish, R.R."
PCA-303,-118.391617,50.92718696,1450,Metamorphic,"carbonatite gneiss composed of carbonate, Fe-Mg mica, apatite pyroxene and other minerals",86,12,14,Metamorphic,U/Pb,Zircon,unkown,Geological Survey of Canada,Canadian Journal of Earth Sciences,"Parrish, R.R."
OP-90-12,-118.5966749,51.37513938,2130,Metamorphic,"hornblende-plagioclase amphibolite with minor quartz, garnet, biotite and titanite",1917,75,59,Igneous crystallization age,U/Pb,Zircon,unkown,Geological Survey of Canada,Canadian Journal of Earth Sciences,"Parrish, R.R."
GC-1,-117.5625818,49.80778927,1350,Plutonic,discordant aplite dykes,52.1,0.2,0.2,Igneous crystallization age,U/Pb,Monazite,unkown,Geological Survey of Canada,Canadian Journal of Earth Sciences,"Parrish, R.R."
GC-2,-117.5625609,49.80599049,1430,Plutonic,strongly deformed concordant pegmatite,92.2,0.2,0.2,Minimum age,U/Pb,Zircon,unkown,Geological Survey of Canada,Canadian Journal of Earth Sciences,"Parrish, R.R."
GC-3,-117.5625609,49.80599049,1430,Plutonic,slightly deformed coarse-grained pegmatite,51.9,0.1,0.1,Igneous crystallization age,U/Pb,Zircon,unkown,Geological Survey of Canada,Canadian Journal of Earth Sciences,"Parrish, R.R."
GC-4,-117.5625609,49.80599049,1430,Plutonic,strongly foliated schistose hornblende-biotite granodiorite,110,2,2,Igneous crystallization age,U/Pb,Zircon,unkown,Geological Survey of Canada,Canadian Journal of Earth Sciences,"Parrish, R.R."
PCA-121-84C,-117.6457638,49.7911656,2250,Plutonic,weakly foliated leucocratic quartz monzonitic dykes or veins,95,0.2,0.2,Minimum age,U/Pb,Zircon,unkown,Geological Survey of Canada,Canadian Journal of Earth Sciences,"Parrish, R.R."
RS-4,-118.8245184,51.61246758,,Metamorphic,hornblende-plagioclase medium-grained amphibolite of the cover sequence,57,1,1,Metamorphic,U/Pb,Zircon,unkown,Geological Survey of Canada,Canadian Journal of Earth Sciences,"Parrish, R.R."
OP-90-12,-118.5966749,51.37513938,2130,Metamorphic,"hornblende-plagioclase amphibolite with minor quartz, garnet, biotite and titanite",1862,59,46,Igneous crystallization age,U/Pb,Titanite,unkown,Geological Survey of Canada,Canadian Journal of Earth Sciences,"Parrish, R.R."
FC-7,-118.8926638,51.67074883,2195,Plutonic,"strongly foliated leucocratic pegmatite, with minor amounts of garnet and well-aligned metamorphic sillimanite",85,1,1,Pb-loss,U/Pb,Zircon+Monazite,unkown,Geological Survey of Canada,Canadian Journal of Earth Sciences,"Parrish, R.R."
FC-1,-118.7513583,51.30557219,2160,Plutonic,leucocratic muscovite pegmatite,55.1,0.7,0.7,Igneous crystallization age,U/Pb,Zircon+Xenotime,unkown,Geological Survey of Canada,Canadian Journal of Earth Sciences,"Parrish, R.R."
Takomkane 2,-121.0296453,51.8999225,792,Plutonic,"sphene biotite hornblende quartz monzodiorite, leucocratic, hypidiomorphic granular, very fresh",180.4,8.8,8.8,Igneous cooling age,Rb/Sr,WR-mineral,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Unpublished B.Sc. thesis, University of British Columbia, Vancouver, B.C.","Jung, A."
Thuya 2,-120.5112707,51.46491587,1143,Plutonic,"hornblende biotite monzodiorite, trachytoid, mesocratic, minor epidote and chlorite",183.6,9.2,9.2,Igneous cooling age,Rb/Sr,WR-mineral,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Unpublished B.Sc. thesis, University of British Columbia, Vancouver, B.C.","Jung, A."
5/16/2001,-125.8656587,50.41947891,,Plutonic,coarse-grained equigranular slightly-foliated biotite-hornblende quartz diorite,154,8,8,Igneous cooling age,Rb/Sr,WR-biotite,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",Canadian Journal of Earth Sciences,"Nelson, J.L."
5/28/2001,-125.9039912,50.43731943,,Plutonic,coarse-grained equigranular slightly-foliated biotite-hornblende quartz diorite,154,14,14,Igneous cooling age,Rb/Sr,WR-biotite,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",Canadian Journal of Earth Sciences,"Nelson, J.L."
Cogburn2_ste,-121.5734492,49.53867316,,Plutonic,"Quartz diorite, granodiorite, aplite",32,2,2,Cooling 300°C,Rb/Sr,WR-biotite,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Unpublished M.Sc. thesis, University of British Columbia, Vancouver, B.C.","Bartholomew, P.R."
Settler2_ste,-121.5012667,49.55817978,,Metamorphic,Pelitic schist,214,64,64,Protolith age,Rb/Sr,Whole rock,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Unpublished M.Sc. thesis, University of British Columbia, Vancouver, B.C.","Bartholomew, P.R."
Cogburn_ste,-121.7179521,49.53317756,,Metamorphic,"phyllite, greenschist, dark quartzite",296,116,116,Protolith age,Rb/Sr,WR-mineral,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Unpublished M.Sc. thesis, University of British Columbia, Vancouver, B.C.","Gabites, J.E."
Cu_ste,-121.8262856,49.63318238,,Metamorphic,leucocratic granodioritic gneiss,79,4,4,Metamorphic,Rb/Sr,WR-mineral,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Unpublished M.Sc. thesis, University of British Columbia, Vancouver, B.C.","Gabites, J.E."
HL 111,-121.7104531,49.55817262,,Volcanic,foliated felsic sill/dike flecked with biotite;,74,20,20,Cooling 300°C,Rb/Sr,WR-mineral,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Unpublished M.Sc. thesis, University of British Columbia, Vancouver, B.C.","Gabites, J.E."
HL 125,-121.7429612,49.57651148,,Metamorphic,fine grained biotite-actinolite greenschist,77,3.2,3.2,Metamorphic,Rb/Sr,WR-mineral,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Unpublished M.Sc. thesis, University of British Columbia, Vancouver, B.C.","Gabites, J.E."
HL 37a,-121.7212959,49.55651192,,Metamorphic,micaceous recrystallized ribbon chert,81,10,10,Cooling 300°C,Rb/Sr,WR-biotite,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Unpublished M.Sc. thesis, University of British Columbia, Vancouver, B.C.","Gabites, J.E."
Hut Creek_ste,-121.7212872,49.5748438,1372,Plutonic,coarse hbl-bi quartz diorite,86,8,8,Igneous cooling age,Rb/Sr,Whole rock,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Unpublished M.Sc. thesis, University of British Columbia, Vancouver, B.C.","Gabites, J.E."
SD 14,-121.6096173,49.55734669,610,Plutonic,"agmatized, fine-grained,foliated,bi+gar bearing, quartz diorite, near contact with Cogburn stock;",42,28,28,Reset,Rb/Sr,WR-mineral,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Unpublished M.Sc. thesis, University of British Columbia, Vancouver, B.C.","Gabites, J.E."
SD 92,-121.6746172,49.53651217,,Plutonic,medium grained foliated garnet-muscovite-biotite granodiorite,77,6,6,Igneous cooling age,Rb/Sr,WR-mineral,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Unpublished M.Sc. thesis, University of British Columbia, Vancouver, B.C.","Gabites, J.E."
SD 97,-121.656291,49.54150898,747,Plutonic,quartz diorite,89,14,14,Cooling 300°C,Rb/Sr,WR-mineral,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Unpublished M.Sc. thesis, University of British Columbia, Vancouver, B.C.","Gabites, J.E."
SD_ste,-121.656291,49.54150898,747,Plutonic,"suite of rocks, Spuzzum Diorite, Settler Creek body",90,16,16,Igneous cooling age,Rb/Sr,Whole rock,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Unpublished M.Sc. thesis, University of British Columbia, Vancouver, B.C.","Gabites, J.E."
Settler_ste,-121.5012695,49.51651378,,Metamorphic,"graphitic phyllite, slate, schist",210,54,54,Metamorphic,Rb/Sr,Whole rock,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Unpublished M.Sc. thesis, University of British Columbia, Vancouver, B.C.","Gabites, J.E."
SS 128,-121.6196246,49.58151051,,Metamorphic,"qtz-bi-gar schist, near to Cogburn stock;",39,8,8,Reset,Rb/Sr,WR-mineral,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Unpublished M.Sc. thesis, University of British Columbia, Vancouver, B.C.","Gabites, J.E."
SS 82,-121.5979517,49.54317344,913,Metamorphic,graphitic phyllite,66.1,3.2,6.2,Metamorphic,Rb/Sr,WR-mineral,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Unpublished M.Sc. thesis, University of British Columbia, Vancouver, B.C.","Gabites, J.E."
SS 85,-121.5962853,49.53234101,1128,Plutonic,felsite with garnet clusters,80,12,12,Cooling 300°C,Rb/Sr,WR-biotite,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Unpublished M.Sc. thesis, University of British Columbia, Vancouver, B.C.","Gabites, J.E."
Eagle_ste,-121.0012574,49.49985032,,Plutonic,foliated to gneissic epidote hornblende biotite tonalite,111.2,4.2,4.2,Reset,Rb/Sr,WR-mineral,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",Canadian Journal of Earth Sciences,"Greig, C.J., Armstrong, R.L., Harakal, J.E., Runkle, D. and van der Heyden, P."
Fallslake_ste,-121.0012506,49.61652321,,Plutonic,muscovite bearing granitic rocks,101.8,4.4,4.4,Igneous cooling age,Rb/Sr,WR-mineral,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",Canadian Journal of Earth Sciences,"Greig, C.J., Armstrong, R.L., Harakal, J.E., Runkle, D. and van der Heyden, P."
MVG-86-1001,-121.0047586,49.65468867,1100,Plutonic,slightly gneissic epidote hornblende biotite tonalite,55.7,4.6,4.6,Cooling 300°C,Rb/Sr,WR-biotite,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",Canadian Journal of Earth Sciences,"Greig, C.J., Armstrong, R.L., Harakal, J.E., Runkle, D. and van der Heyden, P."
MVG-86-1003,-121.055089,49.6100283,1180,Plutonic,muscovite biotite granodiorite / tonalite,100.2,7.4,7.4,Igneous cooling age,Rb/Sr,WR-mineral,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",Canadian Journal of Earth Sciences,"Greig, C.J., Armstrong, R.L., Harakal, J.E., Runkle, D. and van der Heyden, P."
MVG-86-1004,-121.0132618,49.63369557,1100,Plutonic,garnet muscovite monzogranite pegmatite,105.4,9.8,9.8,Igneous cooling age,Rb/Sr,WR-mineral,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",Canadian Journal of Earth Sciences,"Greig, C.J., Armstrong, R.L., Harakal, J.E., Runkle, D. and van der Heyden, P."
MVG-86-1005,-121.0245911,49.62752969,1125,Plutonic,pegmatitic muscovite monzogranite;,82,24,24,Igneous cooling age,Rb/Sr,WR-mineral,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",Canadian Journal of Earth Sciences,"Greig, C.J., Armstrong, R.L., Harakal, J.E., Runkle, D. and van der Heyden, P."
MVG-86-1026,-120.9550803,49.48601717,1020,Plutonic,foliated epidote biotite tonalite,114,5,5,Cooling 300°C,Rb/Sr,WR-biotite,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",Canadian Journal of Earth Sciences,"Greig, C.J., Armstrong, R.L., Harakal, J.E., Runkle, D. and van der Heyden, P."
MVG-86-1059,-121.1724325,49.70702151,1500,Plutonic,mylonitic muscovite tonalite;,97.2,4.2,4.2,Cooling 500°C,Rb/Sr,WR-muscovite,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",Canadian Journal of Earth Sciences,"Greig, C.J., Armstrong, R.L., Harakal, J.E., Runkle, D. and van der Heyden, P."
MVG-86-1110,-120.9512563,49.52501789,1170,Plutonic,foliated epidote hornblende biotite tonalite,109.8,5,5,Cooling 300°C,Rb/Sr,WR-biotite,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",Canadian Journal of Earth Sciences,"Greig, C.J., Armstrong, R.L., Harakal, J.E., Runkle, D. and van der Heyden, P."
MVG-86-29,-121.1440984,49.59802389,1100,Plutonic,medium to coarse grained K-spar megacrystic biotite hronblende monzogranite,43.7,10.2,10.2,Igneous cooling age,Rb/Sr,WR-mineral,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",Canadian Journal of Earth Sciences,"Greig, C.J., Armstrong, R.L., Harakal, J.E., Runkle, D. and van der Heyden, P."
MVG-86-774_ste,-121.0512579,49.53318688,,Plutonic,volcanic and intrusive,21.6,6,6,Igneous cooling age,Rb/Sr,Whole rock,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",Canadian Journal of Earth Sciences,"Greig, C.J., Armstrong, R.L., Harakal, J.E., Runkle, D. and van der Heyden, P."
MVG-86-992,-121.0924238,49.73402126,1340,Plutonic,foliated epidote hronblende biotite tonalite,66.8,21,21,Cooling 300°C,Rb/Sr,WR-biotite,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",Canadian Journal of Earth Sciences,"Greig, C.J., Armstrong, R.L., Harakal, J.E., Runkle, D. and van der Heyden, P."
MVG-86-995,-121.1207567,49.70435931,1400,Plutonic,biotite muscovite monzogranite / granodiorite,103.7,4,4,Igneous cooling age,Rb/Sr,WR-mineral,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",Canadian Journal of Earth Sciences,"Greig, C.J., Armstrong, R.L., Harakal, J.E., Runkle, D. and van der Heyden, P."
MVG-86-996,-121.1322647,49.72652097,1500,Plutonic,"""biotite megacrystic"" foliated epidote biotite tonalite;",102,8,8,Cooling 300°C,Rb/Sr,WR-biotite,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",Canadian Journal of Earth Sciences,"Greig, C.J., Armstrong, R.L., Harakal, J.E., Runkle, D. and van der Heyden, P."
MVG-86-997,-120.9330894,49.56518423,1460,Plutonic,foliated epidote hornblende biotite tonalite;,110.5,6.8,6.8,Igneous cooling age,Rb/Sr,WR-mineral,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",Canadian Journal of Earth Sciences,"Greig, C.J., Armstrong, R.L., Harakal, J.E., Runkle, D. and van der Heyden, P."
MVG-86-999,-120.9467476,49.62036362,1600,Metamorphic,biotite hornblende amphibolitic schist;,244,15.6,15.6,Igneous cooling age,Rb/Sr,Whole rock,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",Canadian Journal of Earth Sciences,"Greig, C.J., Armstrong, R.L., Harakal, J.E., Runkle, D. and van der Heyden, P."
Nicola_ste,-121.2984512,50.54404174,,Volcanic,Dacite rhyolite,196,30,30,Reset,Rb/Sr,Whole rock,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Unpublished M.Sc. thesis, University of British Columbia, Vancouver, B.C.","Grette, J.F."
86IRD-121,-123.029336,49.64183563,,Volcanic,"rhyolite flow, grey green, originally glassy, flowbanded",131,154,154,Igneous cooling age,Rb/Sr,Whole rock,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Unpublished M.Sc. thesis, University of British Columbia, Vancouver, B.C.","Reddy, D.G."
86IRD-161,-123.0188355,49.6376733,,Volcanic,rhyolite from flow,94.3,6,6,Reset,Rb/Sr,Whole rock,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Unpublished M.Sc. thesis, University of British Columbia, Vancouver, B.C.","Reddy, D.G."
87IRD-50,-123.0346624,49.63317234,,Volcanic,basalt and rhyolite,119,72,72,Igneous cooling age,Rb/Sr,Whole rock,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Unpublished M.Sc. thesis, University of British Columbia, Vancouver, B.C.","Reddy, D.G."
Indian River_ste,-123.0346624,49.63317234,,Volcanic,basalt and rhyolite,102.5,20,20,Reset,Rb/Sr,Whole rock,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Unpublished M.Sc. thesis, University of British Columbia, Vancouver, B.C.","Reddy, D.G."
Craigmont_ste,-120.9229277,50.20820608,,Plutonic,Quartz monzonite and K-spar gangue,200,4,4,Mineralization age,Rb/Sr,WR-mineral,unkown,University of Alberta,Economic Geology,"Chrismas, L., Baadsgaard, H., Folinsbee, R.E., Fritz, P., Krouse, H.R. and Sasaki, A."
Eagle Zr,-120.6595615,49.10986559,1050,Plutonic,medium grained biotite hornblende quartz diorite orthogneiss,105,8,8,Cooling 300°C,Rb/Sr,WR-biotite,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",n/a,"Armstrong, R.L."
"GBQ-G,1,2,3",-122.8480692,50.85987821,,Plutonic,Gabbro and leucocratic dykes (plagiogranite),320,160,160,Igneous cooling age,Rb/Sr,Whole rock,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",n/a,"Armstrong, R.L."
Nic 4 a Bi,-120.4912439,50.4698869,,Plutonic,"Granodiorite, (porphyritic)",51,4,4,Cooling 300°C,Rb/Sr,WR-biotite,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",n/a,"Armstrong, R.L."
Spuzz,-121.5312786,49.36317663,,Plutonic,Biotite hornblende hypersthene diorite,91.3,4.4,4.4,Igneous cooling age,Rb/Sr,WR-mineral,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",n/a,"Armstrong, R.L."
Sumallo 1986,-121.0779238,49.21484904,700,Plutonic,"leucocratic biotite hornblende quartz diorite, med to fine grained, almost porphyritic, hypabyssal t",23.4,2.6,2.6,Cooling 300°C,Rb/Sr,WR-biotite,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",n/a,"Armstrong, R.L."
Early Nicola_ste,-120.5012497,50.33320696,,Plutonic,"Quartz diorite, granodiorite, quartz monzonite, aplite",190,20,20,Igneous cooling age,Rb/Sr,Whole rock,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",n/a,"McMillan, W.J."
Late Nicola_ste,-120.5012497,50.33320696,,Plutonic,"4 samples: leuco granite, aplite, hb-bi granodiorite, quartz monzonite",61,4,4,Igneous cooling age,Rb/Sr,Whole rock,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",n/a,"McMillan, W.J."
88JIG-39-8-1,-122.82911,50.96425,,Metamorphic,muscovite bearing blueschist,216,6,6,Cooling 500°C,Rb/Sr,WR-muscovite,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",n/a,"Garver, J.L."
GMIC-x_ste,-127.4765836,50.59980598,,Plutonic,5 samples from a quartz feldspar porphyry dyke,180,40,40,Igneous cooling age,Rb/Sr,Whole rock,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",n/a,"Medford, G.A."
C5-3 C_H,-122.1749856,50.81938077,,Metamorphic,Garnet biotite schists,85,92,92,Reset,Rb/Sr,Whole rock,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",n/a,"Potter, C."
C5-7-A_E,-122.2013024,50.83455512,,Metamorphic,Quartz-biotite-chlorite schists,41,60,60,Reset,Rb/Sr,Whole rock,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",n/a,"Potter, C."
MV84-PP,-122.9581099,51.4482344,,Plutonic,medium to fine-grained hornblende quartz diorite,118,1,1,Igneous crystallization age,U/Pb,Zircon,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",n/a,"Monger, J.W.H."
MV85-463,-121.7346174,49.64985578,,Plutonic,orthogneiss,228,10,8,Igneous crystallization age,U/Pb,Zircon,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",n/a,"Monger, J.W.H."
Raft,-120.0229154,51.71992927,457,Plutonic,"alkali feldspar granodiorite, almost granite, biotite bearing, leucocratic, biotite chloritized",168,14,12,Igneous crystallization age,U/Pb,Zircon,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",n/a,"Armstrong, R.L. and Parkinson, D."
Takomkane 2,-121.0296453,51.8999225,792,Plutonic,"sphene biotite hornblende quartz monzodiorite, leucocratic, hypidiomorphic granular, very fresh",207,5.1,5.1,Igneous crystallization age,U/Pb,Zircon,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",n/a,"Armstrong, R.L. and Parkinson, D."
Thuya 2,-120.5112707,51.46491587,1143,Plutonic,"hornblende biotite monzodiorite, trachytoid, mesocratic, minor epidote and chlorite",205,9.3,9.3,Igneous crystallization age,U/Pb,Zircon,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",n/a,"Armstrong, R.L. and Parkinson, D."
SBT-Zr,-125.5714416,49.55980909,,Volcanic,"feldspar xl-lithic (andesite flow clasts) - felsic cognate lithic lapilli tuff, welded;",320,7,7,Minimum age estimate,U/Pb,Zircon,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Unpublished Ph.D. thesis, University of British Columbia, Vancouver, B.C.","Juras, S.J."
UD-Zr,-125.5714416,49.55980909,,Volcanic,"feldspar porph. andesite flow, greenschist grade;",374,7,7,Minimum age estimate,U/Pb,Zircon,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Unpublished Ph.D. thesis, University of British Columbia, Vancouver, B.C.","Juras, S.J."
UR-Zr,-125.5714416,49.55980909,,Volcanic,"rhyolite, feldspar qtz (& amphib) crystal - felsic cognate lithic - lithic (qtz fsp porph. rhy) tuff",370,18,6,Igneous crystallization age,U/Pb,Zircon,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Unpublished Ph.D. thesis, University of British Columbia, Vancouver, B.C.","Juras, S.J."
EP-96-315,-129.8949057,55.46363268,,Sedimentary,tuffaceous siltstone,202.1,4.7,4.7,Detrital,U/Pb,Zircon,unkown,Geological Survey of Canada,Canadian Journal of Earth Sciences,"Evenchick, C.A. and McNicoll, V.J."
EP-96-315,-129.8949057,55.46363268,,Sedimentary,tuffaceous siltstone,197.7,1.1,1.1,Detrital,U/Pb,Zircon,unkown,Geological Survey of Canada,Canadian Journal of Earth Sciences,"Evenchick, C.A. and McNicoll, V.J."
EP-96-66-1,-129.7689359,55.38099909,,Sedimentary,light to medium gray coarse-grained sandstone,224.7,0.8,0.8,Detrital,U/Pb,Zircon,unkown,Geological Survey of Canada,Canadian Journal of Earth Sciences,"Evenchick, C.A. and McNicoll, V.J."
